Name;YT Scope Project;
File;C:\Users\kimro\Documents\Bachelor\data\spool_mapping\spool_mapping_run_03.03.26_down.csv;
139;-1;139;0
140;-1;140;0
141;-1;141;0
142;-1;142;0
143;-1;143;0
144;-1;144;0
145;-1;145;0
146;-1;146;0
147;-1;147;0
148;-1;148;0
149;-1;149;0
150;-1;150;0
151;-1;151;0
152;-1;152;0
153;-1;153;0
154;-1;154;0
155;-1;155;0
156;-1;156;0
157;-1;157;0
158;-1;158;0
159;-1;159;0
160;-1;160;0
161;-1;161;0
162;-1;162;0
163;-1;163;0
164;-1;164;0
165;-1;165;0
166;-1;166;0
167;-1;167;0
168;-1;168;0
169;-1;169;0
170;-1;170;0
171;-1;171;0
172;-1;172;0
173;-1;173;0
174;-1;174;0
175;-1;175;0
176;-1;176;0
177;-1;177;0
178;-1;178;0
179;-1;179;0
180;-1;180;0
181;-1;181;0
182;-1;182;0
183;-1;183;0
184;-1;184;0
185;-1;185;0
186;-1;186;0
187;-1;187;0
188;-1;188;0
189;-1;189;0
190;-1;190;0
191;-1;191;0
192;-1;192;0
193;-1;193;0
194;-1;194;0
195;-1;195;0
196;-1;196;0
197;-1;197;0
198;-1;198;0
199;-1;199;0
200;-1;200;0
201;-1;201;0
202;-1;202;0
203;-1;203;0
204;-1;204;0
205;-1;205;0
206;-1;206;0
207;-1;207;0
208;-1;208;0
209;-1;209;0
210;-1;210;0
211;-1;211;0
212;-1;212;0
213;-1;213;0
214;-1;214;0
215;-1;215;0
216;-1;216;0
217;-1;217;0
218;-1;218;0
219;-1;219;0
220;-1;220;0
221;-1;221;0
222;-1;222;0
223;-1;223;0
224;-1;224;0
225;-1;225;0
226;-1;226;0
227;-1;227;0
228;-1;228;0
229;-1;229;0
230;-1;230;0
231;-1;231;0
232;-1;232;0
233;-1;233;0
234;-1;234;0
235;-1;235;0
236;-1;236;0
237;-1;237;0
238;-1;238;0
239;-1;239;0
240;-1;240;0
241;-1;241;0
242;-1;242;0
243;-1;243;0
244;-1;244;0
245;-1;245;0
246;-1;246;0
247;-1;247;0
248;-1;248;0
249;-1;249;0
250;-1;250;0
251;-1;251;0
252;-1;252;0
253;-1;253;0
254;-1;254;0
255;-1;255;0
256;-1;256;0
257;-1;257;0
258;-1;258;0
259;-1;259;0
260;-1;260;0
261;-1;261;0
262;-1;262;0
263;-1;263;0
264;-1;264;0
265;-1;265;0
266;-1;266;0
267;-1;267;0
268;-1;268;0
269;-1;269;0
270;-1;270;0
271;-1;271;0
272;-1;272;0
273;-1;273;0
274;-1;274;0
275;-1;275;0
276;-1;276;0
277;-1;277;0
278;-1;278;0
279;-1;279;0
280;-1;280;0
281;-1;281;0
282;-1;282;0
283;-1;283;0
284;-1;284;0
285;-1;285;0
286;-1;286;0
287;-1;287;0
288;-1;288;0
289;-1;289;0
290;-1;290;0
291;-1;291;0
292;-1;292;0
293;-1;293;0
294;-1;294;0
295;-1;295;0
296;-1;296;0
297;-1;297;0
298;-1;298;0
299;-1;299;0
300;-1;300;0
301;-1;301;0
302;-1;302;0
303;-1;303;0
304;-1;304;0
305;-1;305;0
306;-1;306;0
307;-1;307;0
308;-1;308;0
309;-1;309;0
310;-1;310;0
311;-1;311;0
312;-1;312;0
313;-1;313;0
314;-1;314;0
315;-1;315;0
316;-1;316;0
317;-1;317;0
318;-1;318;0
319;-1;319;0
320;-1;320;0
321;-1;321;0
322;-1;322;0
323;-1;323;0
324;-1;324;0
325;-1;325;0
326;-1;326;0
327;-1;327;0
328;-1;328;0
329;-1;329;0
330;-1;330;0
331;-1;331;0
332;-1;332;0
333;-1;333;0
334;-1;334;0
335;-1;335;0
336;-1;336;0
337;-1;337;0
338;-1;338;0
339;-1;339;0
340;-1;340;0
341;-1;341;0
342;-1;342;0
343;-1;343;0
344;-1;344;0
345;-1;345;0
346;-1;346;0
347;-1;347;0
348;-1;348;0
349;-1;349;0
350;-1;350;0
351;-1;351;0
352;-1;352;0
353;-1;353;0
354;-1;354;0
355;-1;355;0
356;-1;356;0
357;-1;357;0
358;-1;358;0
359;-1;359;0
360;-1;360;0
361;-1;361;0
362;-1;362;0
363;-1;363;0
364;-1;364;0
365;-1;365;0
366;-1;366;0
367;-1;367;0
368;-1;368;0
369;-1;369;0
370;-1;370;0
371;-1;371;0
372;-1;372;0
373;-1;373;0
374;-1;374;0
375;-1;375;0
376;-1;376;0
377;-1;377;0
378;-1;378;0
379;-1;379;0
380;-1;380;0
381;-1;381;0
382;-1;382;0
383;-1;383;0
384;-1;384;0
385;-1;385;0
386;-1;386;0
387;-1;387;0
388;-1;388;0
389;-1;389;0
390;-1;390;0
391;-1;391;0
392;-1;392;0
393;-1;393;0
394;-1;394;0
395;-1;395;0
396;-1;396;0
397;-1;397;0
398;-1;398;0
399;-1;399;0
400;-1;400;0
401;-1;401;0
402;-1;402;0
403;-1;403;0
404;-1;404;0
405;-1;405;0
406;-1;406;0
407;-1;407;0
408;-1;408;0
409;-1;409;0
410;-1;410;0
411;-1;411;0
412;-1;412;0
413;-1;413;0
414;-1;414;0
415;-1;415;0
416;-1;416;0
417;-1;417;0
418;-1;418;0
419;-1;419;0
420;-1;420;0
421;-1;421;0
422;-1;422;0
423;-1;423;0
424;-1;424;0
425;-1;425;0
426;-1;426;0
427;-1;427;0
428;-1;428;0
429;-1;429;0
430;-1;430;0
431;-1;431;0
432;-1;432;0
433;-1;433;0
434;-1;434;0
435;-1;435;0
436;-1;436;0
437;-1;437;0
438;-1;438;0
439;-1;439;0
440;-1;440;0
441;-1;441;0
442;-1;442;0
443;-1;443;0
444;-1;444;0
445;-1;445;0
446;-1;446;0
447;-1;447;0
448;-1;448;0
449;-1;449;0
450;-1;450;0
451;-1;451;0
452;-1;452;0
453;-1;453;0
454;-1;454;0
455;-1;455;0
456;-1;456;0
457;-1;457;0
458;-1;458;0
459;-1;459;0
460;-1;460;0
461;-1;461;0
462;-1;462;0
463;-1;463;0
464;-1;464;0
465;-1;465;0
466;-1;466;0
467;-1;467;0
468;-1;468;0
469;-1;469;0
470;-1;470;0
471;-1;471;0
472;-1;472;0
473;-1;473;0
474;-1;474;0
475;-1;475;0
476;-1;476;0
477;-1;477;0
478;-1;478;0
479;-1;479;0
480;-1;480;0
481;-1;481;0
482;-1;482;0
483;-1;483;0
484;-1;484;0
485;-1;485;0
486;-1;486;0
487;-1;487;0
488;-1;488;0
489;-1;489;0
490;-1;490;0
491;-1;491;0
492;-1;492;0
493;-1;493;0
494;-1;494;0
495;-1;495;0
496;-1;496;0
497;-1;497;0
498;-1;498;0
499;-1;499;0
500;-1;500;0
501;-1;501;0
502;-1;502;0
503;-1;503;0
504;-1;504;0
505;-1;505;0
506;-1;506;0
507;-1;507;0
508;-1;508;0
509;-1;509;0
510;-1;510;0
511;-1;511;0
512;-1;512;0
513;-1;513;0
514;-1;514;0
515;-1;515;0
516;-1;516;0
517;-1;517;0
518;-1;518;0
519;-1;519;0
520;-1;520;0
521;-1;521;0
522;-1;522;0
523;-1;523;0
524;-1;524;0
525;-1;525;0
526;-1;526;0
527;-1;527;0
528;-1;528;0
529;-1;529;0
530;-1;530;0
531;-1;531;0
532;-1;532;0
533;-1;533;0
534;-1;534;0
535;-1;535;0
536;-1;536;0
537;-1;537;0
538;-1;538;0
539;-1;539;0
540;-1;540;0
541;-1;541;0
542;-1;542;0
543;-1;543;0
544;-1;544;0
545;-1;545;0
546;-1;546;0
547;-1;547;0
548;-1;548;0
549;-1;549;0
550;-1;550;0
551;-1;551;0
552;-1;552;0
553;-1;553;0
554;-1;554;0
555;-1;555;0
556;-1;556;0
557;-1;557;0
558;-1;558;0
559;-1;559;0
560;-1;560;0
561;-1;561;0
562;-1;562;0
563;-1;563;0
564;-1;564;0
565;-1;565;0
566;-1;566;0
567;-1;567;0
568;-1;568;0
569;-1;569;0
570;-1;570;0
571;-1;571;0
572;-1;572;0
573;-1;573;0
574;-1;574;0
575;-1;575;0
576;-1;576;0
577;-1;577;0
578;-1;578;0
579;-1;579;0
580;-1;580;0
581;-1;581;0
582;-1;582;0
583;-1;583;0
584;-1;584;0
585;-1;585;0
586;-1;586;0
587;-1;587;0
588;-1;588;0
589;-1;589;0
590;-1;590;0
591;-1;591;0
592;-1;592;0
593;-1;593;0
594;-1;594;0
595;-1;595;0
596;-1;596;0
597;-1;597;0
598;-1;598;0
599;-1;599;0
600;-1;600;0
601;-1;601;0
602;-1;602;0
603;-1;603;0
604;-1;604;0
605;-1;605;0
606;-1;606;0
607;-1;607;0
608;-1;608;0
609;-1;609;0
610;-1;610;0
611;-1;611;0
612;-1;612;0
613;-1;613;0
614;-1;614;0
615;-1;615;0
616;-1;616;0
617;-1;617;0
618;-1;618;0
619;-1;619;0
620;-1;620;0
621;-1;621;0
622;-1;622;0
623;-1;623;0
624;-1;624;0
625;-1;625;0
626;-1;626;0
627;-1;627;0
628;-1;628;0
629;-1;629;0
630;-1;630;0
631;-1;631;0
632;-1;632;0
633;-1;633;0
634;-1;634;0
635;-1;635;0
636;-1;636;0
637;-1;637;0
638;-1;638;0
639;-1;639;0
640;-1;640;0
641;-1;641;0
642;-1;642;0
643;-1;643;0
644;-1;644;0
645;-1;645;0
646;-1;646;0
647;-1;647;0
648;-1;648;0
649;-1;649;0
650;-1;650;0
651;-1;651;0
652;-1;652;0
653;-1;653;0
654;-1;654;0
655;-1;655;0
656;-1;656;0
657;-1;657;0
658;-1;658;0
659;-1;659;0
660;-1;660;0
661;-1;661;0
662;-1;662;0
663;-1;663;0
664;-1;664;0
665;-1;665;0
666;-1;666;0
667;-1;667;0
668;-1;668;0
669;-1;669;0
670;-1;670;0
671;-1;671;0
672;-1;672;0
673;-1;673;0
674;-1;674;0
675;-1;675;0
676;-1;676;0
677;-1;677;0
678;-1;678;0
679;-1;679;0
680;-1;680;0
681;-1;681;0
682;-1;682;0
683;-1;683;0
684;-1;684;0
685;-1;685;0
686;-1;686;0
687;-1;687;0
688;-1;688;0
689;-1;689;0
690;-1;690;0
691;-1;691;0
692;-1;692;0
693;-1;693;0
694;-1;694;0
695;-1;695;0
696;-1;696;0
697;-1;697;0
698;-1;698;0
699;-1;699;0
700;-1;700;0
701;-1;701;0
702;-1;702;0
703;-1;703;0
704;-1;704;0
705;-1;705;0
706;-1;706;0
707;-1;707;0
708;-1;708;0
709;-1;709;0
710;-1;710;0
711;-1;711;0
712;-1;712;0
713;-1;713;0
714;-1;714;0
715;-1;715;0
716;-1;716;0
717;-1;717;0
718;-1;718;0
719;-1;719;0
720;-1;720;0
721;-1;721;0
722;-1;722;0
723;-1;723;0
724;-1;724;0
725;-1;725;0
726;-1;726;0
727;-1;727;0
728;-1;728;0
729;-1;729;0
730;-1;730;0
731;-1;731;0
732;-1;732;0
733;-1;733;0
734;-1;734;0
735;-1;735;0
736;-1;736;0
737;-1;737;0
738;-1;738;0
739;-1;739;0
740;-1;740;0
741;-1;741;0
742;-1;742;0
743;-1;743;0
744;-1;744;0
745;-1;745;0
746;-1;746;0
747;-1;747;0
748;-1;748;0
749;-1;749;0
750;-1;750;0
751;-1;751;0
752;-1;752;0
753;-1;753;0
754;-1;754;0
755;-1;755;0
756;-1;756;0
757;-1;757;0
758;-1;758;0
759;-1;759;0
760;-1;760;0
761;-1;761;0
762;-1;762;0
763;-1;763;0
764;-1;764;0
765;-1;765;0
766;-1;766;0
767;-1;767;0
768;-1;768;0
769;-1;769;0
770;-1;770;0
771;-1;771;0
772;-1;772;0
773;-1;773;0
774;-1;774;0
775;-1;775;0
776;-1;776;0
777;-1;777;0
778;-1;778;0
779;-1;779;0
780;-1;780;0
781;-1;781;0
782;-1;782;0
783;-1;783;0
784;-1;784;0
785;-1;785;0
786;-1;786;0
787;-1;787;0
788;-1;788;0
789;-1;789;0
790;-1;790;0
791;-1;791;0
792;-1;792;0
793;-1;793;0
794;-1;794;0
795;-1;795;0
796;-1;796;0
797;-1;797;0
798;-1;798;0
799;-1;799;0
800;-1;800;0
801;-1;801;0
802;-1;802;0
803;-1;803;0
804;-1;804;0
805;-1;805;0
806;-1;806;0
807;-1;807;0
808;-1;808;0
809;-1;809;0
810;-1;810;0
811;-1;811;0
812;-1;812;0
813;-1;813;0
814;-1;814;0
815;-1;815;0
816;-1;816;0
817;-1;817;0
818;-1;818;0
819;-1;819;0
820;-1;820;0
821;-1;821;0
822;-1;822;0
823;-1;823;0
824;-1;824;0
825;-1;825;0
826;-1;826;0
827;-1;827;0
828;-1;828;0
829;-1;829;0
830;-1;830;0
831;-1;831;0
832;-1;832;0
833;-1;833;0
834;-1;834;0
835;-1;835;0
836;-1;836;0
837;-1;837;0
838;-1;838;0
839;-1;839;0
840;-1;840;0
841;-1;841;0
842;-1;842;0
843;-1;843;0
844;-1;844;0
845;-1;845;0
846;-1;846;0
847;-1;847;0
848;-1;848;0
849;-1;849;0
850;-1;850;0
851;-1;851;0
852;-1;852;0
853;-1;853;0
854;-1;854;0
855;-1;855;0
856;-1;856;0
857;-1;857;0
858;-1;858;0
859;-1;859;0
860;-1;860;0
861;-1;861;0
862;-1;862;0
863;-1;863;0
864;-1;864;0
865;-1;865;0,0002
866;-1;866;0,0004
867;-1;867;0,00060000000000000006
868;-1;868;0,0008
869;-1;869;0,001
870;-1;870;0,0012000000000000001
871;-1;871;0,0014
872;-1;872;0,0016
873;-1;873;0,0018
874;-1;874;0,002
875;-1;875;0,0021999999999999997
876;-1;876;0,0024000000000000002
877;-1;877;0,0026
878;-1;878;0,0028
879;-1;879;0,003
880;-0,98919680601221227;880;0,0032
881;-0,866838891498356;881;0,0034000000000000002
882;-0,74448097698449978;882;0,0036
883;-0,74448097698449978;883;0,0038
884;-0,62235791451385625;884;0,004
885;-0,49976514795678723;885;0,0042000000000000006
886;-0,3771723813997182;886;0,0043999999999999994
887;-0,25434476279943635;887;0,0046
888;-0,25434476279943635;888;0,0048000000000000004
889;-0,13151714419915453;889;0,005
890;-0,00868952559887271;890;0,0052
891;-0,0058713010803193985;891;0,0054
892;-0,0044621888210427431;892;0,0056
893;-0,0044621888210427431;893;0,0058000000000000005
894;-0,0037576326914044154;894;0,006
895;0;895;0,0062
896;0;896;0,0064
897;0;897;0,0066
898;0;898;0,0068000000000000005
899;0;899;0,007000000000000001
900;0;900;0,0072
901;0;901;0,0073999999999999995
902;0;902;0,0076
903;0;903;0,0078
904;0;904;0,008
905;0;905;0,0082
906;0;906;0,0084000000000000012
907;0;907;0,0086
908;0;908;0,0087999999999999988
909;0;909;0,009
910;0;910;0,0092
911;0;911;0,0094
912;0;912;0,0096000000000000009
913;0;913;0,0098
914;0;914;0,01
915;0;915;0,010199999999999999
916;0;916;0,0104
917;0;917;0,0106
918;0;918;0,0108
919;0;919;0,011
920;0;920;0,0112
921;0;921;0,0114
922;0;922;0,011600000000000001
923;0;923;0,0118
924;0;924;0,012
925;0;925;0,012199999999999999
926;0;926;0,0124
927;0;927;0,0126
928;0;928;0,0128
929;0;929;0,013000000000000001
930;0;930;0,0132
931;0;931;0,0134
932;0;932;0,013600000000000001
933;0;933;0,013800000000000002
934;0;934;0,014000000000000002
935;0;935;0,014199999999999999
936;0;936;0,0144
937;0;937;0,014599999999999998
938;0;938;0,014799999999999999
939;0;939;0,015
940;0;940;0,0152
941;0;941;0,0154
942;0;942;0,0156
943;0;943;0,0158
944;0;944;0,016
945;0;945;0,0162
946;0;946;0,0164
947;0;947;0,0166
948;0;948;0,016800000000000002
949;0;949;0,017
950;0;950;0,0172
951;0;951;0,0174
952;0;952;0,017599999999999998
953;0;953;0,0178
954;0;954;0,018
955;0;955;0,0182
956;0;956;0,0184
957;0;957;0,0186
958;0;958;0,0188
959;0;959;0,019
960;0;960;0,019200000000000002
961;0;961;0,0194
962;0;962;0,0196
963;0;963;0,0198
964;0;964;0,02
965;0;965;0,020200000000000003
966;0;966;0,020399999999999998
967;0;967;0,0206
968;0;968;0,0208
969;0;969;0,020999999999999998
970;0;970;0,0212
971;0;971;0,0214
972;0;972;0,0216
973;0;973;0,0218
974;0;974;0,022
975;0;975;0,0222
976;0;976;0,0224
977;0;977;0,022600000000000002
978;0;978;0,0228
979;0;979;0,023
980;0;980;0,023200000000000002
981;0;981;0,0234
982;0;982;0,0236
983;0;983;0,023799999999999998
984;0;984;0,024
985;0;985;0,0242
986;0;986;0,024399999999999998
987;0;987;0,0246
988;0;988;0,0248
989;0;989;0,025
990;0;990;0,0252
991;0;991;0,0254
992;0;992;0,0256
993;0;993;0,0258
994;0;994;0,026000000000000002
995;0;995;0,0262
996;0;996;0,0264
997;0;997;0,026600000000000002
998;0;998;0,0268
999;0;999;0,027000000000000003
1000;0;1000;0,027200000000000002
1001;0,0037192003719200371;1001;0,0274
1002;0,0041841004184100415;1002;0,027600000000000003
1003;0,0041841004184100415;1003;0,027800000000000002
1004;0,0044165504416550441;1004;0,028000000000000004
1005;0,0046490004649000468;1005;0,028199999999999996
1006;0,0041841004184100415;1006;0,028399999999999998
1007;0,00395165039516504;1007;0,028599999999999997
1008;0,00395165039516504;1008;0,0288
1009;0,0037192003719200371;1009;0,028999999999999998
1010;0;1010;0,029199999999999997
1011;0,0037192003719200371;1011;0,0294
1012;0,0041841004184100415;1012;0,029599999999999998
1013;0,0041841004184100415;1013;0,0298
1014;0,0046490004649000468;1014;0,03
1015;0,0051139005113900512;1015;0,030199999999999998
1016;0,00604370060437006;1016;0,0304
1017;0,0055788005578800556;1017;0,0306
1018;0,0055788005578800556;1018;0,0308
1019;0,0051139005113900512;1019;0,031
1020;0,0046490004649000468;1020;0,0312
1021;0,0046490004649000468;1021;0,0314
1022;0,0046490004649000468;1022;0,0316
1023;0,0046490004649000468;1023;0,0318
1024;0,0046490004649000468;1024;0,032
1025;0,0046490004649000468;1025;0,0322
1026;0,0051139005113900512;1026;0,0324
1027;0,0051139005113900512;1027;0,032600000000000004
1028;0,0051139005113900512;1028;0,0328
1029;0,0058112505811250582;1029;0,033
1030;0,0058112505811250582;1030;0,0332
1031;0,0051139005113900512;1031;0,0334
1032;0,0048814504881450485;1032;0,033600000000000005
1033;0,0048814504881450485;1033;0,033800000000000004
1034;0,0046490004649000468;1034;0,034
1035;0,0046490004649000468;1035;0,0342
1036;0,0044165504416550441;1036;0,0344
1037;0,0051139005113900512;1037;0,0346
1038;0,0051139005113900512;1038;0,0348
1039;0,00604370060437006;1039;0,034999999999999996
1040;0,0065086006508600653;1040;0,035199999999999995
1041;0,0065086006508600653;1041;0,0354
1042;0,0062761506276150627;1042;0,0356
1043;0,0062761506276150627;1043;0,0358
1044;0,0058112505811250582;1044;0,036
1045;0,0055788005578800556;1045;0,036199999999999996
1046;0,0051139005113900512;1046;0,0364
1047;0,0055788005578800556;1047;0,0366
1048;0,0055788005578800556;1048;0,0368
1049;0,0055788005578800556;1049;0,037
1050;0,00604370060437006;1050;0,0372
1051;0,0065086006508600653;1051;0,0374
1052;0,0067410506741050671;1052;0,0376
1053;0,0067410506741050671;1053;0,0378
1054;0,0072059507205950724;1054;0,038
1055;0,0067410506741050671;1055;0,0382
1056;0,0065086006508600653;1056;0,038400000000000004
1057;0,0062761506276150627;1057;0,0386
1058;0,0062761506276150627;1058;0,0388
1059;0,0062761506276150627;1059;0,039
1060;0,0062761506276150627;1060;0,0392
1061;0,0065086006508600653;1061;0,039400000000000004
1062;0,0074384007438400741;1062;0,0396
1063;0,0074384007438400741;1063;0,0398
1064;0,00790330079033008;1064;0,04
1065;0,008368200836820083;1065;0,0402
1066;0,008368200836820083;1066;0,040400000000000005
1067;0,0081357508135750812;1067;0,040600000000000004
1068;0,0081357508135750812;1068;0,040799999999999996
1069;0,00790330079033008;1069;0,040999999999999995
1070;0,0076708507670850768;1070;0,0412
1071;0,0076708507670850768;1071;0,0414
1072;0,00790330079033008;1072;0,0416
1073;0,00790330079033008;1073;0,0418
1074;0,00790330079033008;1074;0,041999999999999996
1075;0,008368200836820083;1075;0,0422
1076;0,0088331008833100882;1076;0,0424
1077;0,0092980009298000935;1077;0,0426
1078;0,0092980009298000935;1078;0,0428
1079;0,0092980009298000935;1079;0,043
1080;0,0092980009298000935;1080;0,0432
1081;0,0088331008833100882;1081;0,0434
1082;0,008368200836820083;1082;0,0436
1083;0,008368200836820083;1083;0,0438
1084;0,0081357508135750812;1084;0,044
1085;0,00790330079033008;1085;0,0442
1086;0,008368200836820083;1086;0,0444
1087;0,0092980009298000935;1087;0,0446
1088;0,0092980009298000935;1088;0,0448
1089;0,0097629009762900971;1089;0,045
1090;0,010227801022780102;1090;0,045200000000000004
1091;0,0099953509995351;1091;0,0454
1092;0,0095304509530450953;1092;0,0456
1093;0,0095304509530450953;1093;0,0458
1094;0,0092980009298000935;1094;0,046
1095;0,00906555090655509;1095;0,046200000000000005
1096;0,0092980009298000935;1096;0,046400000000000004
1097;0,0095304509530450953;1097;0,0466
1098;0,0095304509530450953;1098;0,0468
1099;0,0095304509530450953;1099;0,047
1100;0,0095304509530450953;1100;0,0472
1101;0,0099953509995351;1101;0,0474
1102;0,010692701069270108;1102;0,047599999999999996
1103;0,010692701069270108;1103;0,047799999999999995
1104;0,010925151092515109;1104;0,048
1105;0,011390051139005115;1105;0,0482
1106;0,010925151092515109;1106;0,0484
1107;0,010692701069270108;1107;0,0486
1108;0,010692701069270108;1108;0,048799999999999996
1109;0,010692701069270108;1109;0,049
1110;0,010227801022780102;1110;0,0492
1111;0,011157601115760111;1111;0,0494
1112;0,011854951185495118;1112;0,0496
1113;0,011854951185495118;1113;0,0498
1114;0,012552301255230125;1114;0,05
1115;0,012552301255230125;1115;0,0502
1116;0,012319851231985124;1116;0,0504
1117;0,011854951185495118;1117;0,0506
1118;0,011854951185495118;1118;0,0508
1119;0,011622501162250116;1119;0,051000000000000004
1120;0,011854951185495118;1120;0,0512
1121;0,012319851231985124;1121;0,0514
1122;0,012552301255230125;1122;0,0516
1123;0,012552301255230125;1123;0,0518
1124;0,012319851231985124;1124;0,052000000000000005
1125;0,011854951185495118;1125;0,0522
1126;0,012552301255230125;1126;0,0524
1127;0,013249651324965132;1127;0,0526
1128;0,013249651324965132;1128;0,0528
1129;0,013482101348210134;1129;0,053000000000000005
1130;0,013249651324965132;1130;0,053200000000000004
1131;0,013017201301720131;1131;0,0534
1132;0,012552301255230125;1132;0,0536
1133;0,012552301255230125;1133;0,0538
1134;0,012552301255230125;1134;0,054000000000000006
1135;0,013017201301720131;1135;0,054200000000000005
1136;0,013482101348210134;1136;0,054400000000000004
1137;0,014411901441190145;1137;0,0546
1138;0,015109251510925152;1138;0,0548
1139;0,015109251510925152;1139;0,055000000000000007
1140;0,014876801487680148;1140;0,055200000000000006
1141;0,014876801487680148;1141;0,055400000000000005
1142;0,014411901441190145;1142;0,055600000000000004
1143;0,014876801487680148;1143;0,0558
1144;0,014876801487680148;1144;0,056000000000000008
1145;0,015109251510925152;1145;0,056200000000000007
1146;0,015806601580660159;1146;0,056399999999999992
1147;0,016039051603905161;1147;0,0566
1148;0,016271501627150162;1148;0,056799999999999996
1149;0,016271501627150162;1149;0,056999999999999995
1150;0,016736401673640166;1150;0,057199999999999994
1151;0,017433751743375175;1151;0,057399999999999993
1152;0,01813110181311018;1152;0,0576
1153;0,01813110181311018;1153;0,0578
1154;0,01813110181311018;1154;0,057999999999999996
1155;0,01813110181311018;1155;0,058199999999999995
1156;0,017898651789865178;1156;0,058399999999999994
1157;0,017666201766620176;1157;0,0586
1158;0,017433751743375175;1158;0,0588
1159;0,017433751743375175;1159;0,059
1160;0,01813110181311018;1160;0,059199999999999996
1161;0,018596001859600187;1161;0,059399999999999994
1162;0,019525801952580194;1162;0,0596
1163;0,020223152022315203;1163;0,0598
1164;0,020223152022315203;1164;0,06
1165;0,020223152022315203;1165;0,0602
1166;0,020223152022315203;1166;0,060399999999999995
1167;0,0199907019990702;1167;0,0606
1168;0,0199907019990702;1168;0,0608
1169;0,0199907019990702;1169;0,061
1170;0,020455602045560205;1170;0,0612
1171;0,02115295211529521;1171;0,061399999999999996
1172;0,021617852161785217;1172;0,0616
1173;0,022547652254765224;1173;0,0618
1174;0,022547652254765224;1174;0,062
1175;0,022780102278010229;1175;0,0622
1176;0,023477452347745235;1176;0,0624
1177;0,023942352394235238;1177;0,0626
1178;0,024407252440725245;1178;0,0628
1179;0,024407252440725245;1179;0,063
1180;0,024407252440725245;1180;0,0632
1181;0,024407252440725245;1181;0,0634
1182;0,023942352394235238;1182;0,0636
1183;0,023942352394235238;1183;0,0638
1184;0,023942352394235238;1184;0,064
1185;0,024872152487215249;1185;0,064200000000000007
1186;0,025337052533705252;1186;0,0644
1187;0,026266852626685263;1187;0,0646
1188;0,026266852626685263;1188;0,0648
1189;0,026266852626685263;1189;0,065
1190;0,026266852626685263;1190;0,065200000000000008
1191;0,026034402603440261;1191;0,0654
1192;0,026034402603440261;1192;0,0656
1193;0,026034402603440261;1193;0,0658
1194;0,026034402603440261;1194;0,066
1195;0,026499302649930265;1195;0,066200000000000009
1196;0,026964202696420268;1196;0,0664
